Customer ID,Customer Name,Age,Gender,City,Order Date,Order Time,Food Name,Food Type,Category,Quantity,Unit Price, Total Price ,Payment Method,Order Status,Delivery Status,Delivery Agent
15926,Jane Smith,22,Male,Ibadan,2024-12-02,22:49,Jollof Rice,Dessert,Protein-rich,5,4975," 24,875 ",Mobile Payment,Cancelled,Delivered,Agent C
38409,Chinedu Okafor,40,Female,Benin,2024-04-15,17:12,Amala & Ewedu,Beverage,Vegetarian,3,3557," 10,671 ",Transfer,Cancelled,In Progress,Agent C
56901,John Doe,25,Male,Lagos,2024-04-15,07:10,Moi Moi,Beverage,Local,1,4579," 4,579 ",Cash,Cancelled,In Progress,Agent D
74836,Fatima Danjuma,37,Male,Abuja,2024-09-01,21:29,Pepper Soup,Side Dish,Protein-rich,3,1910," 5,730 ",Cash,Completed,Failed,Agent A
52276,Chinedu Okafor,42,Male,Kaduna,2024-02-20,17:47,Suya,Snack,Vegetarian,1,626, 626 ,Mobile Payment,Cancelled,In Progress,Agent E
69865,Chinedu Okafor,52,Female,Benin,2024-06-25,17:21,Suya,Side Dish,Vegetarian,4,2936," 11,744 ",Card,Pending,Delivered,Agent D
15367,Fatima Danjuma,24,Male,Port Harcourt,2024-01-10,11:31,Kilishi,Side Dish,Continental,5,3138," 15,690 ",Mobile Payment,Completed,Cancelled,Agent B
49486,David Ekene,59,Female,Enugu,2024-02-08,06:36,Fried Rice,Snack,Continental,3,2868," 8,604 ",Mobile Payment,Cancelled,In Progress,Agent C
26521,Ngozi Ade,38,Male,Calabar,2024-08-03,15:50,Boli & Groundnut,Snack,Vegetarian,1,2084," 2,084 ",Mobile Payment,Completed,Failed,Agent A
30879,Michael Johnson,45,Female,Ibadan,2024-09-07,08:37,Pepper Soup,Main Dish,Protein-rich,1,721, 721 ,Card,Pending,Cancelled,Agent B
76532,Chinedu Okafor,26,Male,Kaduna,2024-11-23,13:02,Ofada Rice,Beverage,Vegetarian,2,4408," 8,816 ",Cash,Pending,Cancelled,Agent E
59011,David Ekene,50,Female,Owerri,2024-10-05,13:19,Pepper Soup,Snack,Vegetarian,4,3907," 15,628 ",Card,Cancelled,In Progress,Agent A
40114,Chris Obi,47,Male,Ibadan,2024-04-19,04:58,Ofada Rice,Dessert,Fast Food,3,2963," 8,889 ",Cash,Completed,Failed,Agent D
91605,David Ekene,50,Female,Abuja,2024-02-01,05:15,Suya,Side Dish,Local,5,640," 3,200 ",Cash,Cancelled,In Progress,Agent D
86465,Fatima Danjuma,28,Male,Port Harcourt,2024-02-25,06:35,Fried Rice,Main Dish,Fast Food,3,3582," 10,746 ",Mobile Payment,Completed,Delivered,Agent E
61737,Ngozi Ade,39,Male,Enugu,2024-02-06,01:02,Fried Rice,Beverage,Protein-rich,5,3516," 17,580 ",Transfer,Completed,In Progress,Agent E
73470,Olivia Martins,30,Male,Abuja,2024-10-28,19:53,Jollof Rice,Beverage,Protein-rich,5,1599," 7,995 ",Transfer,Cancelled,Failed,Agent B
20421,David Ekene,28,Female,Kaduna,2024-08-11,11:55,Fried Rice,Snack,Continental,5,1346," 6,730 ",Transfer,Pending,Failed,Agent C
79176,Aisha Bello,28,Female,Kaduna,2024-05-09,21:13,Suya,Snack,Fast Food,4,2178," 8,712 ",Mobile Payment,Pending,Delivered,Agent C
78694,John Doe,34,Female,Kano,2024-10-05,14:59,Pounded Yam & Egusi,Snack,Protein-rich,1,2367," 2,367 ",Cash,Completed,Delivered,Agent A
85195,Ngozi Ade,21,Male,Benin,2024-03-07,19:32,Suya,Side Dish,Continental,4,2713," 10,852 ",Transfer,Completed,Failed,Agent B
51984,John Doe,55,Male,Abuja,2024-10-20,10:44,Akara,Side Dish,Protein-rich,2,2290," 4,580 ",Card,Pending,Failed,Agent A
92463,Chris Obi,46,Male,Kano,2024-12-28,00:25,Pounded Yam & Egusi,Beverage,Vegetarian,4,876," 3,504 ",Card,Cancelled,Delivered,Agent D
46140,Chris Obi,54,Male,Enugu,2024-07-05,05:07,Moi Moi,Beverage,Local,5,755," 3,775 ",Card,Pending,Failed,Agent D
28884,Olivia Martins,19,Male,Lagos,2024-12-12,22:15,Amala & Ewedu,Side Dish,Vegetarian,4,582," 2,328 ",Mobile Payment,Pending,Cancelled,Agent D
38479,John Doe,24,Male,Kaduna,2024-03-17,15:18,Kilishi,Snack,Local,2,3249," 6,498 ",Mobile Payment,Pending,In Progress,Agent D
20734,Jane Smith,49,Female,Enugu,2024-02-16,14:16,Jollof Rice,Side Dish,Vegetarian,2,4778," 9,556 ",Cash,Cancelled,Delivered,Agent C
57956,Ngozi Ade,29,Male,Abuja,2024-12-14,22:55,Ofada Rice,Dessert,Local,2,4354," 8,708 ",Cash,Pending,Cancelled,Agent C
17738,Jane Smith,51,Female,Kaduna,2024-07-28,05:53,Efo Riro,Dessert,Fast Food,3,4098," 12,294 ",Card,Cancelled,Failed,Agent A
65601,Chinedu Okafor,51,Male,Abuja,2024-07-22,06:41,Pounded Yam & Egusi,Snack,Vegetarian,1,4247," 4,247 ",Card,Cancelled,In Progress,Agent E
52451,Chris Obi,24,Male,Benin,2024-10-20,06:24,Pepper Soup,Beverage,Local,1,3831," 3,831 ",Mobile Payment,Pending,Failed,Agent E
53456,David Ekene,48,Male,Owerri,2024-05-01,12:41,Suya,Side Dish,Fast Food,5,1115," 5,575 ",Cash,Pending,Delivered,Agent E
60562,Chris Obi,57,Female,Enugu,2024-12-18,18:00,Fried Rice,Main Dish,Fast Food,4,4719," 18,876 ",Cash,Pending,Delivered,Agent E
97594,Chris Obi,18,Male,Ibadan,2024-02-08,02:47,Amala & Ewedu,Dessert,Fast Food,2,2523," 5,046 ",Mobile Payment,Cancelled,Failed,Agent B
17310,Aisha Bello,35,Male,Kaduna,2024-07-25,07:01,Abacha,Beverage,Continental,3,1559," 4,677 ",Card,Cancelled,Delivered,Agent B
66709,Fatima Danjuma,31,Male,Ibadan,2024-09-27,03:46,Pepper Soup,Snack,Local,5,4330," 21,650 ",Mobile Payment,Completed,Delivered,Agent C
55986,Michael Johnson,23,Male,Benin,2024-04-14,06:59,Pepper Soup,Main Dish,Vegetarian,1,1646," 1,646 ",Cash,Completed,Failed,Agent B
34776,John Doe,24,Male,Kaduna,2024-06-14,11:41,Akara,Snack,Local,1,3163," 3,163 ",Transfer,Completed,Cancelled,Agent B
81130,Fatima Danjuma,22,Female,Abuja,2024-06-01,20:51,Pounded Yam & Egusi,Snack,Protein-rich,5,3049," 15,245 ",Card,Pending,In Progress,Agent C
15370,Chris Obi,24,Male,Port Harcourt,2024-07-11,22:11,Suya,Dessert,Protein-rich,5,4298," 21,490 ",Cash,Cancelled,Cancelled,Agent A
42686,Chinedu Okafor,52,Male,Enugu,2024-03-07,18:35,Pepper Soup,Side Dish,Protein-rich,4,3043," 12,172 ",Card,Completed,Cancelled,Agent E
34172,Michael Johnson,19,Female,Ibadan,2024-01-22,09:42,Jollof Rice,Side Dish,Fast Food,1,1324," 1,324 ",Cash,Cancelled,Failed,Agent E
60057,Michael Johnson,26,Female,Abuja,2024-07-08,10:28,Amala & Ewedu,Side Dish,Local,2,4334," 8,668 ",Transfer,Completed,In Progress,Agent C
89339,Michael Johnson,35,Male,Enugu,2024-06-22,05:29,Suya,Beverage,Protein-rich,5,756," 3,780 ",Card,Cancelled,Failed,Agent C
47151,Fatima Danjuma,21,Male,Ibadan,2024-04-23,07:09,Amala & Ewedu,Beverage,Protein-rich,2,2718," 5,436 ",Cash,Cancelled,Delivered,Agent D
82145,Chris Obi,51,Male,Lagos,2024-03-08,13:08,Amala & Ewedu,Snack,Continental,5,4600," 23,000 ",Cash,Completed,In Progress,Agent B
44007,David Ekene,55,Male,Enugu,2024-06-11,03:54,Jollof Rice,Dessert,Continental,2,4788," 9,576 ",Card,Pending,Failed,Agent C
64793,David Ekene,28,Male,Port Harcourt,2024-12-18,08:51,Jollof Rice,Side Dish,Protein-rich,5,2230," 11,150 ",Cash,Completed,Failed,Agent A
61983,Chinedu Okafor,21,Male,Calabar,2024-11-22,11:41,Boli & Groundnut,Snack,Vegetarian,5,4176," 20,880 ",Transfer,Cancelled,Delivered,Agent A
66744,Chinedu Okafor,25,Female,Ibadan,2024-10-17,21:29,Amala & Ewedu,Dessert,Local,3,2429," 7,287 ",Mobile Payment,Cancelled,Delivered,Agent C
81366,Chinedu Okafor,39,Male,Port Harcourt,2024-01-06,01:51,Amala & Ewedu,Side Dish,Local,3,4389," 13,167 ",Mobile Payment,Completed,Failed,Agent B
48028,David Ekene,56,Female,Kano,2024-04-15,12:40,Efo Riro,Beverage,Local,5,1987," 9,935 ",Cash,Cancelled,In Progress,Agent B
82728,Chris Obi,20,Male,Owerri,2024-08-22,07:36,Ofada Rice,Snack,Protein-rich,4,1573," 6,292 ",Card,Cancelled,In Progress,Agent C
64605,David Ekene,53,Male,Benin,2024-09-19,09:35,Boli & Groundnut,Beverage,Protein-rich,4,3789," 15,156 ",Mobile Payment,Pending,Cancelled,Agent A
93072,Olivia Martins,22,Male,Abuja,2024-08-27,12:39,Pepper Soup,Beverage,Local,3,4282," 12,846 ",Card,Cancelled,In Progress,Agent C
48294,Michael Johnson,50,Female,Kaduna,2024-08-04,12:55,Kilishi,Side Dish,Protein-rich,5,2918," 14,590 ",Cash,Cancelled,Cancelled,Agent D
63724,Aisha Bello,44,Male,Calabar,2024-05-19,11:24,Suya,Beverage,Protein-rich,5,3926," 19,630 ",Transfer,Pending,In Progress,Agent C
83379,Olivia Martins,47,Male,Ibadan,2024-07-10,11:01,Fried Rice,Main Dish,Fast Food,5,3049," 15,245 ",Transfer,Completed,Failed,Agent D
67273,Chinedu Okafor,40,Female,Calabar,2024-12-23,03:03,Pounded Yam & Egusi,Snack,Vegetarian,5,2468," 12,340 ",Card,Cancelled,Delivered,Agent A
28449,Jane Smith,21,Male,Calabar,2024-01-04,10:19,Suya,Main Dish,Protein-rich,4,1334," 5,336 ",Mobile Payment,Cancelled,Cancelled,Agent C
91330,Ngozi Ade,51,Male,Abuja,2024-05-09,21:43,Akara,Snack,Local,2,4260," 8,520 ",Mobile Payment,Cancelled,Failed,Agent B
39245,John Doe,50,Male,Kaduna,2024-05-23,11:56,Fried Rice,Dessert,Protein-rich,1,3020," 3,020 ",Transfer,Completed,In Progress,Agent D
98595,Michael Johnson,26,Male,Port Harcourt,2024-10-15,21:42,Jollof Rice,Snack,Vegetarian,5,2639," 13,195 ",Card,Completed,Cancelled,Agent A
34282,Michael Johnson,25,Male,Lagos,2024-09-24,06:36,Ofada Rice,Snack,Continental,1,1129," 1,129 ",Cash,Cancelled,Cancelled,Agent C
18038,Fatima Danjuma,52,Male,Abuja,2024-08-06,06:56,Ofada Rice,Beverage,Vegetarian,2,4849," 9,698 ",Cash,Pending,Delivered,Agent C
20440,Olivia Martins,35,Female,Kano,2024-11-26,07:51,Akara,Side Dish,Vegetarian,3,2711," 8,133 ",Cash,Pending,In Progress,Agent B
58188,Aisha Bello,33,Male,Owerri,2024-02-15,20:32,Efo Riro,Snack,Local,2,840," 1,680 ",Card,Pending,Delivered,Agent C
34710,Chinedu Okafor,22,Male,Abuja,2024-01-21,15:52,Suya,Snack,Local,5,3055," 15,275 ",Card,Pending,In Progress,Agent A
22017,Olivia Martins,20,Female,Enugu,2024-06-12,22:18,Jollof Rice,Main Dish,Fast Food,1,3385," 3,385 ",Cash,Pending,Cancelled,Agent C
62990,Aisha Bello,36,Female,Owerri,2024-10-25,19:40,Pepper Soup,Main Dish,Continental,5,3616," 18,080 ",Transfer,Cancelled,Cancelled,Agent A
29317,Michael Johnson,26,Female,Abuja,2024-11-09,14:52,Moi Moi,Beverage,Continental,5,3227," 16,135 ",Cash,Pending,Delivered,Agent B
82797,Aisha Bello,29,Male,Owerri,2024-05-22,22:39,Amala & Ewedu,Beverage,Vegetarian,1,4164," 4,164 ",Card,Completed,Delivered,Agent B
42030,Aisha Bello,39,Female,Enugu,2024-06-13,03:00,Boli & Groundnut,Side Dish,Protein-rich,2,2119," 4,238 ",Cash,Cancelled,In Progress,Agent A
14724,Ngozi Ade,28,Male,Benin,2024-04-02,11:49,Efo Riro,Main Dish,Fast Food,3,4943," 14,829 ",Card,Cancelled,In Progress,Agent C
61960,Chris Obi,25,Male,Kaduna,2024-02-24,23:42,Boli & Groundnut,Snack,Vegetarian,3,1818," 5,454 ",Mobile Payment,Pending,Cancelled,Agent B
83184,Chinedu Okafor,21,Male,Abuja,2024-05-23,05:59,Efo Riro,Side Dish,Continental,4,3841," 15,364 ",Transfer,Cancelled,Failed,Agent A
71329,David Ekene,40,Male,Port Harcourt,2024-03-09,00:35,Pepper Soup,Beverage,Fast Food,1,1292," 1,292 ",Card,Cancelled,Delivered,Agent C
95376,John Doe,24,Female,Calabar,2024-08-17,07:16,Moi Moi,Snack,Fast Food,1,4676," 4,676 ",Mobile Payment,Cancelled,Cancelled,Agent A
32788,Olivia Martins,21,Female,Owerri,2024-04-26,16:55,Efo Riro,Snack,Continental,4,517," 2,068 ",Cash,Cancelled,Failed,Agent E
73134,Jane Smith,48,Male,Kano,2024-12-24,11:12,Efo Riro,Main Dish,Fast Food,3,4788," 14,364 ",Card,Cancelled,Delivered,Agent E
74121,Chinedu Okafor,32,Female,Calabar,2024-06-09,18:23,Amala & Ewedu,Main Dish,Vegetarian,5,4072," 20,360 ",Transfer,Pending,Delivered,Agent A
34167,David Ekene,59,Male,Abuja,2024-05-05,23:26,Akara,Side Dish,Fast Food,4,4722," 18,888 ",Cash,Pending,Failed,Agent D
10566,Chris Obi,31,Female,Lagos,2024-04-12,13:59,Fried Rice,Beverage,Vegetarian,4,1590," 6,360 ",Cash,Completed,Failed,Agent E
33889,Olivia Martins,28,Female,Enugu,2024-10-24,19:45,Kilishi,Side Dish,Continental,2,1040," 2,080 ",Transfer,Cancelled,In Progress,Agent D
73167,Chris Obi,56,Female,Kaduna,2024-03-08,08:49,Boli & Groundnut,Beverage,Protein-rich,4,4988," 19,952 ",Transfer,Pending,Delivered,Agent A
19782,David Ekene,60,Male,Owerri,2024-08-08,08:35,Jollof Rice,Dessert,Continental,3,878," 2,634 ",Cash,Pending,Delivered,Agent E
79185,Ngozi Ade,38,Male,Port Harcourt,2024-10-28,21:57,Boli & Groundnut,Main Dish,Continental,4,781," 3,124 ",Mobile Payment,Completed,Failed,Agent A
94911,John Doe,30,Male,Kano,2024-02-01,15:53,Moi Moi,Beverage,Protein-rich,3,1134," 3,402 ",Card,Cancelled,In Progress,Agent C
60733,Chris Obi,59,Male,Port Harcourt,2024-08-21,13:45,Moi Moi,Side Dish,Protein-rich,1,1981," 1,981 ",Transfer,Cancelled,Cancelled,Agent C
10682,Chris Obi,55,Male,Owerri,2024-09-12,23:57,Kilishi,Snack,Fast Food,2,2698," 5,396 ",Cash,Completed,Failed,Agent D
22589,John Doe,46,Female,Lagos,2024-10-16,23:31,Amala & Ewedu,Beverage,Fast Food,4,3410," 13,640 ",Card,Pending,Failed,Agent A
83036,Chris Obi,36,Male,Abuja,2024-02-28,02:44,Moi Moi,Dessert,Protein-rich,2,2412," 4,824 ",Cash,Completed,Failed,Agent D
58850,Chris Obi,21,Male,Owerri,2024-07-27,19:41,Boli & Groundnut,Side Dish,Vegetarian,1,1585," 1,585 ",Cash,Pending,In Progress,Agent C
87616,Michael Johnson,45,Female,Owerri,2024-08-15,04:29,Pounded Yam & Egusi,Side Dish,Fast Food,2,1262," 2,524 ",Cash,Completed,Delivered,Agent C
38510,Ngozi Ade,55,Male,Kano,2024-12-28,20:39,Moi Moi,Dessert,Local,1,1691," 1,691 ",Transfer,Cancelled,Cancelled,Agent B
22252,Olivia Martins,28,Female,Ibadan,2024-07-02,17:29,Kilishi,Side Dish,Local,3,2641," 7,923 ",Transfer,Cancelled,Cancelled,Agent A
93647,Chris Obi,31,Female,Enugu,2024-09-13,19:38,Boli & Groundnut,Dessert,Fast Food,2,2295," 4,590 ",Mobile Payment,Pending,Delivered,Agent B
52631,Jane Smith,27,Male,Port Harcourt,2024-06-14,18:07,Abacha,Side Dish,Local,4,2841," 11,364 ",Mobile Payment,Completed,Delivered,Agent A
76461,Chris Obi,56,Female,Calabar,2024-12-12,23:41,Moi Moi,Side Dish,Vegetarian,3,1211," 3,633 ",Card,Cancelled,Cancelled,Agent A
13495,Aisha Bello,33,Male,Kaduna,2024-12-20,10:24,Moi Moi,Snack,Local,3,2197," 6,591 ",Transfer,Cancelled,Failed,Agent A
48721,Chinedu Okafor,28,Female,Port Harcourt,2024-11-18,04:58,Pepper Soup,Dessert,Fast Food,2,2762," 5,524 ",Card,Cancelled,In Progress,Agent A
97608,Ngozi Ade,55,Female,Lagos,2024-11-10,10:32,Pepper Soup,Dessert,Protein-rich,5,1509," 7,545 ",Card,Cancelled,In Progress,Agent A
36851,Olivia Martins,51,Male,Enugu,2024-08-12,11:15,Boli & Groundnut,Main Dish,Continental,4,3359," 13,436 ",Transfer,Completed,Delivered,Agent B
69358,John Doe,52,Male,Calabar,2024-04-05,09:37,Abacha,Snack,Vegetarian,4,3431," 13,724 ",Mobile Payment,Pending,Delivered,Agent B
23241,Fatima Danjuma,44,Male,Owerri,2024-05-18,09:35,Boli & Groundnut,Beverage,Vegetarian,5,2736," 13,680 ",Mobile Payment,Pending,Delivered,Agent B
43924,Olivia Martins,42,Male,Lagos,2024-12-23,10:25,Akara,Snack,Protein-rich,5,1127," 5,635 ",Mobile Payment,Completed,In Progress,Agent B
96169,Jane Smith,34,Male,Ibadan,2024-07-26,10:44,Pepper Soup,Side Dish,Fast Food,4,590," 2,360 ",Transfer,Completed,Delivered,Agent A
90148,Ngozi Ade,31,Female,Port Harcourt,2024-08-21,14:04,Abacha,Side Dish,Vegetarian,1,1084," 1,084 ",Cash,Cancelled,Cancelled,Agent E
81927,Michael Johnson,45,Male,Owerri,2024-06-16,20:50,Efo Riro,Dessert,Fast Food,3,4941," 14,823 ",Cash,Cancelled,Delivered,Agent B
48900,Aisha Bello,55,Female,Calabar,2024-06-16,23:43,Abacha,Side Dish,Protein-rich,4,1704," 6,816 ",Card,Pending,In Progress,Agent A
10262,Chris Obi,34,Male,Ibadan,2024-01-06,10:34,Ofada Rice,Main Dish,Continental,5,2506," 12,530 ",Mobile Payment,Cancelled,Failed,Agent B
77102,John Doe,27,Male,Ibadan,2024-07-15,01:19,Boli & Groundnut,Side Dish,Continental,3,1404," 4,212 ",Cash,Cancelled,Failed,Agent B
85553,Jane Smith,54,Male,Kano,2024-02-02,04:55,Jollof Rice,Dessert,Fast Food,5,573," 2,865 ",Mobile Payment,Completed,Cancelled,Agent B
66589,Fatima Danjuma,27,Female,Enugu,2024-08-24,06:39,Ofada Rice,Beverage,Fast Food,4,2500," 10,000 ",Card,Completed,Failed,Agent C
91648,Aisha Bello,48,Male,Enugu,2024-06-15,16:42,Ofada Rice,Beverage,Continental,1,979, 979 ,Transfer,Completed,Delivered,Agent B
31465,Chinedu Okafor,56,Female,Ibadan,2024-04-07,16:35,Efo Riro,Side Dish,Vegetarian,4,2517," 10,068 ",Cash,Completed,Delivered,Agent A
54818,Fatima Danjuma,28,Female,Calabar,2024-05-17,06:40,Fried Rice,Main Dish,Continental,4,3326," 13,304 ",Card,Completed,In Progress,Agent C
55546,Chinedu Okafor,33,Male,Benin,2024-09-12,12:04,Ofada Rice,Main Dish,Fast Food,5,3465," 17,325 ",Card,Cancelled,Delivered,Agent D
44118,Fatima Danjuma,41,Male,Benin,2024-03-12,06:50,Kilishi,Side Dish,Vegetarian,3,4887," 14,661 ",Cash,Cancelled,In Progress,Agent C
74818,John Doe,39,Male,Abuja,2024-05-04,05:22,Jollof Rice,Beverage,Vegetarian,3,4635," 13,905 ",Card,Cancelled,In Progress,Agent C
79169,Chinedu Okafor,54,Male,Port Harcourt,2024-11-08,23:41,Kilishi,Snack,Protein-rich,4,1933," 7,732 ",Card,Cancelled,In Progress,Agent A
18995,Olivia Martins,44,Male,Abuja,2024-01-12,05:28,Fried Rice,Beverage,Protein-rich,3,837," 2,511 ",Transfer,Pending,Delivered,Agent C
72159,Jane Smith,26,Male,Owerri,2024-02-12,16:16,Pounded Yam & Egusi,Main Dish,Local,2,2930," 5,860 ",Mobile Payment,Pending,Failed,Agent B
19096,Aisha Bello,20,Male,Kano,2024-02-24,17:05,Jollof Rice,Snack,Continental,1,800, 800 ,Cash,Completed,Cancelled,Agent B
73041,Aisha Bello,25,Male,Kano,2024-12-14,20:30,Pepper Soup,Beverage,Vegetarian,3,1442," 4,326 ",Card,Completed,Failed,Agent D
73352,Aisha Bello,40,Male,Abuja,2024-07-21,05:12,Jollof Rice,Snack,Fast Food,4,1246," 4,984 ",Transfer,Cancelled,Delivered,Agent C
36058,Jane Smith,34,Male,Lagos,2024-04-19,14:40,Fried Rice,Beverage,Continental,5,3125," 15,625 ",Transfer,Pending,Cancelled,Agent D
44956,Olivia Martins,30,Male,Kaduna,2024-03-16,22:45,Kilishi,Snack,Local,3,3857," 11,571 ",Cash,Cancelled,Cancelled,Agent B
57190,Olivia Martins,49,Male,Benin,2024-10-04,19:00,Amala & Ewedu,Dessert,Fast Food,5,1099," 5,495 ",Card,Completed,Cancelled,Agent B
79552,Fatima Danjuma,40,Male,Calabar,2024-05-25,09:51,Moi Moi,Beverage,Continental,5,2964," 14,820 ",Mobile Payment,Cancelled,In Progress,Agent B
51749,Olivia Martins,44,Female,Abuja,2024-08-01,22:14,Jollof Rice,Dessert,Continental,4,2385," 9,540 ",Mobile Payment,Cancelled,Failed,Agent A
54839,Fatima Danjuma,43,Male,Kano,2024-10-17,22:37,Jollof Rice,Beverage,Protein-rich,1,2217," 2,217 ",Card,Completed,Cancelled,Agent B
65239,Michael Johnson,58,Female,Enugu,2024-10-08,22:07,Fried Rice,Beverage,Local,1,1739," 1,739 ",Mobile Payment,Pending,Failed,Agent A
94703,Olivia Martins,35,Male,Kano,2024-07-19,02:04,Suya,Beverage,Protein-rich,3,3731," 11,193 ",Card,Pending,In Progress,Agent B
58873,Jane Smith,53,Female,Calabar,2024-12-07,22:33,Pepper Soup,Beverage,Local,1,3275," 3,275 ",Cash,Cancelled,Failed,Agent B
18002,Aisha Bello,21,Female,Abuja,2024-03-18,02:49,Abacha,Snack,Fast Food,5,2443," 12,215 ",Mobile Payment,Cancelled,Delivered,Agent D
97445,Chris Obi,36,Male,Kaduna,2024-09-28,23:42,Kilishi,Dessert,Vegetarian,3,997," 2,991 ",Transfer,Pending,Cancelled,Agent D
15073,Chinedu Okafor,49,Female,Benin,2024-01-25,20:50,Fried Rice,Snack,Protein-rich,5,3620," 18,100 ",Mobile Payment,Completed,In Progress,Agent C
